timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2026-02-15T08:05:00Z,64.3,0.0,Fitbit App
2026-02-15T08:10:00Z,69.0,0.0,Fitbit App
2026-02-15T08:15:00Z,57.7,0.0,Fitbit App
2026-02-15T08:20:00Z,62.3,0.0,Fitbit App
2026-02-15T08:25:00Z,58.4,0.0,Fitbit App
2026-02-15T08:30:00Z,51.7,0.0,Fitbit App
2026-02-15T08:35:00Z,52.5,0.0,Fitbit App
2026-02-15T08:40:00Z,52.3,0.0,Fitbit App
2026-02-15T08:45:00Z,60.0,0.0,Fitbit App
2026-02-15T08:50:00Z,59.8,0.0,Fitbit App
2026-02-15T08:55:00Z,79.9,0.0,Fitbit App
2026-02-15T09:00:00Z,92.7,0.0,Fitbit App
2026-02-15T09:05:00Z,61.9,0.0,Fitbit App
2026-02-15T09:10:00Z,70.7,0.0,Fitbit App
2026-02-15T09:15:00Z,74.3,0.0,Fitbit App
2026-02-15T09:20:00Z,74.6,0.0,Fitbit App
2026-02-15T09:25:00Z,77.3,0.0,Fitbit App
2026-02-15T09:30:00Z,81.3,0.0,Fitbit App
2026-02-15T09:35:00Z,85.6,0.0,Fitbit App
2026-02-15T09:40:00Z,90.0,0.0,Fitbit App
2026-02-15T09:45:00Z,81.4,0.0,Fitbit App
2026-02-15T09:50:00Z,87.5,0.0,Fitbit App
2026-02-15T09:55:00Z,76.9,0.0,Fitbit App
2026-02-15T10:00:00Z,77.1,0.0,Fitbit App
2026-02-15T10:05:00Z,83.0,0.0,Fitbit App
2026-02-15T10:10:00Z,103.7,0.0,Fitbit App
2026-02-15T10:15:00Z,119.3,0.0,Fitbit App
2026-02-15T10:20:00Z,96.6,0.0,Fitbit App
2026-02-15T10:25:00Z,79.9,0.0,Fitbit App
2026-02-15T10:35:00Z,77.7,0.0,Fitbit App
2026-02-15T10:45:00Z,46.7,0.0,Fitbit App
2026-02-15T10:50:00Z,105.3,0.0,Fitbit App
2026-02-15T10:55:00Z,108.7,0.0,Fitbit App
2026-02-15T11:00:00Z,107.5,0.0,Fitbit App
2026-02-15T11:05:00Z,109.0,0.0,Fitbit App
2026-02-15T11:10:00Z,116.0,0.0,Fitbit App
2026-02-15T11:30:00Z,75.9,0.0,Fitbit App
2026-02-15T11:35:00Z,74.1,0.0,Fitbit App
2026-02-15T11:40:00Z,83.1,0.0,Fitbit App
2026-02-15T11:45:00Z,86.7,0.0,Fitbit App
2026-02-15T11:50:00Z,83.2,0.0,Fitbit App
2026-02-15T11:55:00Z,68.0,0.0,Fitbit App
2026-02-15T12:00:00Z,68.4,0.0,Fitbit App
2026-02-15T12:05:00Z,86.4,0.0,Fitbit App
2026-02-15T12:10:00Z,41.2,0.0,Fitbit App
2026-02-15T12:15:00Z,51.2,0.0,Fitbit App
2026-02-15T12:20:00Z,48.6,0.0,Fitbit App
2026-02-15T12:30:00Z,76.9,0.0,Fitbit App
2026-02-15T12:35:00Z,99.9,0.0,Fitbit App
2026-02-15T12:40:00Z,98.7,0.0,Fitbit App
2026-02-15T12:45:00Z,90.5,0.0,Fitbit App
2026-02-15T12:50:00Z,86.0,0.0,Fitbit App
2026-02-15T12:55:00Z,92.6,0.0,Fitbit App
2026-02-15T13:00:00Z,85.8,0.0,Fitbit App
2026-02-15T13:05:00Z,79.0,0.0,Fitbit App
2026-02-15T13:10:00Z,82.7,0.0,Fitbit App
2026-02-16T08:05:00Z,46.5,0.0,Fitbit App
2026-02-16T08:10:00Z,53.9,0.0,Fitbit App
2026-02-16T08:15:00Z,50.2,0.0,Fitbit App
2026-02-16T08:20:00Z,30.7,0.0,Fitbit App
2026-02-16T08:25:00Z,27.6,0.0,Fitbit App
2026-02-16T08:30:00Z,27.0,0.0,Fitbit App
2026-02-16T08:35:00Z,28.7,0.0,Fitbit App
2026-02-16T08:40:00Z,26.1,0.0,Fitbit App
2026-02-16T08:45:00Z,23.1,0.0,Fitbit App
2026-02-16T08:50:00Z,20.4,0.0,Fitbit App
2026-02-16T08:55:00Z,28.0,0.0,Fitbit App
2026-02-16T09:00:00Z,14.2,0.0,Fitbit App
2026-02-16T09:05:00Z,11.4,0.0,Fitbit App
2026-02-16T09:10:00Z,13.9,0.0,Fitbit App
2026-02-16T09:15:00Z,25.3,0.0,Fitbit App
2026-02-16T09:20:00Z,30.6,0.0,Fitbit App
2026-02-16T09:25:00Z,31.9,0.0,Fitbit App
2026-02-16T09:30:00Z,36.1,0.0,Fitbit App
2026-02-16T09:35:00Z,36.1,0.0,Fitbit App
2026-02-16T09:40:00Z,34.3,0.0,Fitbit App
2026-02-16T09:45:00Z,31.1,0.0,Fitbit App
2026-02-16T09:50:00Z,42.0,0.0,Fitbit App
2026-02-16T09:55:00Z,47.5,0.0,Fitbit App
2026-02-16T10:00:00Z,45.1,0.0,Fitbit App
2026-02-16T10:05:00Z,54.2,0.0,Fitbit App
2026-02-16T10:10:00Z,40.0,0.0,Fitbit App
2026-02-16T10:15:00Z,30.9,0.0,Fitbit App
2026-02-16T10:20:00Z,20.1,0.0,Fitbit App
2026-02-16T10:25:00Z,20.9,0.0,Fitbit App
2026-02-16T10:30:00Z,31.2,0.0,Fitbit App
2026-02-16T10:35:00Z,32.7,0.0,Fitbit App
2026-02-16T10:40:00Z,27.6,0.0,Fitbit App
2026-02-16T10:45:00Z,28.8,0.0,Fitbit App
2026-02-16T10:50:00Z,19.4,0.0,Fitbit App
2026-02-16T10:55:00Z,29.6,0.0,Fitbit App
2026-02-16T11:00:00Z,40.5,0.0,Fitbit App
2026-02-16T11:05:00Z,43.2,0.0,Fitbit App
2026-02-16T11:10:00Z,49.0,0.0,Fitbit App
2026-02-16T11:15:00Z,49.4,0.0,Fitbit App
2026-02-16T11:20:00Z,35.8,0.0,Fitbit App
2026-02-16T11:25:00Z,31.4,0.0,Fitbit App
