timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2025-10-01T00:00:00Z,64.608,0.0,Fitbit App
2025-10-01T00:05:00Z,80.813,0.0,Fitbit App
2025-10-01T00:10:00Z,70.848,0.0,Fitbit App
2025-10-01T00:15:00Z,80.193,0.0,Fitbit App
2025-10-01T00:20:00Z,79.941,0.0,Fitbit App
2025-10-01T00:25:00Z,82.904,0.0,Fitbit App
2025-10-01T00:30:00Z,90.342,0.0,Fitbit App
2025-10-01T00:35:00Z,112.304,0.0,Fitbit App
2025-10-01T00:40:00Z,80.986,0.0,Fitbit App
2025-10-01T00:45:00Z,75.671,0.0,Fitbit App
2025-10-01T00:50:00Z,66.893,0.0,Fitbit App
2025-10-01T00:55:00Z,59.217,0.0,Fitbit App
2025-10-01T01:00:00Z,92.694,0.0,Fitbit App
2025-10-01T01:05:00Z,103.52,0.0,Fitbit App
2025-10-01T01:10:00Z,92.924,0.0,Fitbit App
2025-10-01T01:15:00Z,98.063,0.0,Fitbit App
2025-10-01T01:20:00Z,101.494,0.0,Fitbit App
2025-10-01T01:25:00Z,84.1,0.0,Fitbit App
2025-10-01T01:30:00Z,76.079,0.0,Fitbit App
2025-10-01T01:35:00Z,77.469,0.0,Fitbit App
2025-10-01T01:40:00Z,92.273,0.0,Fitbit App
2025-10-01T01:45:00Z,68.381,0.0,Fitbit App
2025-10-01T01:50:00Z,86.183,0.0,Fitbit App
2025-10-01T01:55:00Z,80.14,0.0,Fitbit App
2025-10-01T02:00:00Z,74.664,0.0,Fitbit App
2025-10-01T02:05:00Z,84.987,0.0,Fitbit App
2025-10-01T02:10:00Z,91.237,0.0,Fitbit App
2025-10-01T02:15:00Z,89.803,0.0,Fitbit App
2025-10-01T03:10:00Z,84.788,0.0,Fitbit App
2025-10-01T03:15:00Z,105.967,0.0,Fitbit App
2025-10-01T03:20:00Z,127.516,0.0,Fitbit App
2025-10-01T03:25:00Z,116.064,0.0,Fitbit App
2025-10-01T03:30:00Z,98.795,0.0,Fitbit App
2025-10-01T03:35:00Z,95.949,0.0,Fitbit App
2025-10-01T03:40:00Z,81.633,0.0,Fitbit App
2025-10-01T03:45:00Z,108.191,0.0,Fitbit App
2025-10-01T03:50:00Z,88.71,0.0,Fitbit App
2025-10-01T03:55:00Z,93.203,0.0,Fitbit App
2025-10-01T04:00:00Z,91.08,0.0,Fitbit App
2025-10-01T04:05:00Z,88.996,0.0,Fitbit App
2025-10-01T04:10:00Z,78.569,0.0,Fitbit App
2025-10-01T04:15:00Z,85.182,0.0,Fitbit App
2025-10-01T04:25:00Z,81.658,0.0,Fitbit App
2025-10-01T04:30:00Z,41.959,0.0,Fitbit App
2025-10-01T04:45:00Z,93.358,0.0,Fitbit App
2025-10-01T04:50:00Z,87.67,0.0,Fitbit App
2025-10-01T05:05:00Z,95.597,0.0,Fitbit App
2025-10-01T05:10:00Z,75.376,0.0,Fitbit App
2025-10-01T05:15:00Z,73.575,0.0,Fitbit App
2025-10-01T05:20:00Z,90.742,0.0,Fitbit App
2025-10-01T05:45:00Z,97.048,0.0,Fitbit App
2025-10-01T05:50:00Z,81.75,0.0,Fitbit App
