timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2026-01-01T06:05:00Z,57.5,0.0,Fitbit App
2026-01-01T06:15:00Z,70.6,0.0,Fitbit App
2026-01-01T06:20:00Z,84.3,0.0,Fitbit App
2026-01-01T06:25:00Z,82.2,0.0,Fitbit App
2026-01-01T06:30:00Z,78.2,0.0,Fitbit App
2026-01-01T06:35:00Z,84.6,0.0,Fitbit App
2026-01-01T06:40:00Z,80.0,0.0,Fitbit App
2026-01-01T06:45:00Z,80.0,0.0,Fitbit App
2026-01-01T06:50:00Z,89.7,0.0,Fitbit App
2026-01-01T06:55:00Z,90.4,0.0,Fitbit App
2026-01-01T07:00:00Z,86.2,0.0,Fitbit App
2026-01-01T07:05:00Z,100.6,0.0,Fitbit App
2026-01-01T07:10:00Z,87.5,0.0,Fitbit App
2026-01-01T07:15:00Z,92.7,0.0,Fitbit App
2026-01-01T07:20:00Z,83.6,0.0,Fitbit App
2026-01-01T07:25:00Z,73.6,0.0,Fitbit App
2026-01-01T07:30:00Z,73.6,0.0,Fitbit App
2026-01-01T07:35:00Z,79.4,0.0,Fitbit App
2026-01-01T07:40:00Z,94.2,0.0,Fitbit App
2026-01-01T07:45:00Z,91.9,0.0,Fitbit App
2026-01-01T07:50:00Z,95.3,0.0,Fitbit App
2026-01-01T07:55:00Z,85.4,0.0,Fitbit App
2026-01-01T08:00:00Z,84.2,0.0,Fitbit App
2026-01-01T08:05:00Z,88.4,0.0,Fitbit App
2026-01-01T08:10:00Z,89.9,0.0,Fitbit App
2026-01-01T08:15:00Z,88.6,0.0,Fitbit App
2026-01-01T08:20:00Z,91.6,0.0,Fitbit App
2026-01-01T08:25:00Z,114.7,0.0,Fitbit App
2026-01-01T08:30:00Z,99.6,0.0,Fitbit App
2026-01-01T08:35:00Z,75.5,0.0,Fitbit App
2026-01-01T08:40:00Z,85.6,0.0,Fitbit App
2026-01-01T08:45:00Z,90.2,0.0,Fitbit App
2026-01-01T08:50:00Z,89.1,0.0,Fitbit App
2026-01-01T08:55:00Z,91.7,0.0,Fitbit App
2026-01-01T09:00:00Z,79.8,0.0,Fitbit App
2026-01-01T09:05:00Z,94.4,0.0,Fitbit App
2026-01-01T09:10:00Z,97.9,0.0,Fitbit App
2026-01-01T09:15:00Z,108.3,0.0,Fitbit App
2026-01-01T09:20:00Z,107.2,0.0,Fitbit App
2026-01-01T09:25:00Z,103.2,0.0,Fitbit App
2026-01-01T09:30:00Z,104.7,0.0,Fitbit App
2026-01-01T09:35:00Z,83.6,0.0,Fitbit App
2026-01-01T09:40:00Z,73.6,0.0,Fitbit App
2026-01-01T09:45:00Z,79.8,0.0,Fitbit App
2026-01-01T09:50:00Z,88.1,0.0,Fitbit App
2026-01-01T09:55:00Z,96.2,0.0,Fitbit App
2026-01-01T10:00:00Z,91.5,0.0,Fitbit App
2026-01-01T10:05:00Z,80.9,0.0,Fitbit App
2026-01-01T10:10:00Z,72.1,0.0,Fitbit App
2026-01-01T10:15:00Z,75.6,0.0,Fitbit App
2026-01-01T10:20:00Z,47.7,0.0,Fitbit App
2026-01-01T10:25:00Z,97.1,0.0,Fitbit App
2026-01-01T10:30:00Z,109.7,0.0,Fitbit App
2026-01-01T10:35:00Z,104.9,0.0,Fitbit App
2026-01-01T10:40:00Z,91.0,0.0,Fitbit App
2026-01-02T07:45:00Z,48.3,0.0,Fitbit App
2026-01-02T07:50:00Z,50.9,0.0,Fitbit App
2026-01-02T07:55:00Z,45.4,0.0,Fitbit App
2026-01-02T08:00:00Z,49.1,0.0,Fitbit App
2026-01-02T08:05:00Z,42.9,0.0,Fitbit App
2026-01-02T08:10:00Z,48.9,0.0,Fitbit App
2026-01-02T08:15:00Z,49.0,0.0,Fitbit App
2026-01-02T08:20:00Z,53.5,0.0,Fitbit App
2026-01-02T08:25:00Z,55.9,0.0,Fitbit App
2026-01-02T08:30:00Z,59.4,0.0,Fitbit App
2026-01-02T08:35:00Z,65.7,0.0,Fitbit App
2026-01-02T08:40:00Z,58.6,0.0,Fitbit App
2026-01-02T08:45:00Z,42.3,0.0,Fitbit App
2026-01-02T08:50:00Z,38.9,0.0,Fitbit App
2026-01-02T08:55:00Z,65.6,0.0,Fitbit App
2026-01-02T09:00:00Z,79.9,0.0,Fitbit App
2026-01-02T09:05:00Z,72.7,0.0,Fitbit App
