timestamp,rmssd,coverage,low_frequency,high_frequency
2025-08-21T00:40:00,52.119,0.926,392.771,321.732
2025-08-21T00:45:00,82.336,0.943,1930.56,1107.859
2025-08-21T00:50:00,85.554,0.918,1773.527,1361.971
2025-08-21T00:55:00,102.726,0.98,888.722,1523.555
2025-08-21T01:00:00,92.445,0.992,654.264,1239.738
2025-08-21T01:05:00,102.168,0.923,814.465,2160.424
2025-08-21T01:10:00,84.375,1.001,885.76,1222.256
2025-08-21T01:15:00,108.061,0.97,1286.502,2948.928
2025-08-21T01:20:00,89.402,0.992,432.351,1454.081
2025-08-21T01:25:00,86.48,1.005,692.176,1206.903
2025-08-21T01:30:00,94.033,0.977,862.436,1696.361
2025-08-21T01:35:00,92.748,0.926,6828.898,1846.553
2025-08-21T01:40:00,36.4,0.942,1148.339,269.732
2025-08-21T01:45:00,32.493,0.946,1264.657,185.923
2025-08-21T01:50:00,79.809,0.917,2593.901,1292.672
2025-08-21T01:55:00,77.069,0.992,1417.703,1015.393
2025-08-21T02:00:00,74.486,0.991,941.633,1088.907
2025-08-21T02:05:00,71.013,1.001,438.525,837.117
2025-08-21T02:10:00,74.064,0.793,2751.91,855.66
2025-08-21T02:15:00,70.616,0.978,712.41,813.635
2025-08-21T02:20:00,69.87,0.999,527.318,793.295
2025-08-21T02:25:00,68.921,1.006,820.546,770.048
2025-08-21T02:30:00,78.587,0.823,10044.421,783.227
2025-08-21T02:35:00,71.087,0.974,9454.673,1025.48
2025-08-21T02:40:00,71.155,0.924,2146.791,885.102
2025-08-21T02:45:00,59.286,1.003,1668.194,598.319
2025-08-21T02:50:00,67.17,1.007,564.722,733.923
2025-08-21T02:55:00,66.398,1.003,456.011,621.243
2025-08-21T03:00:00,64.229,1.001,550.215,544.746
2025-08-21T03:05:00,61.207,0.999,283.9,514.854
2025-08-21T03:10:00,69.956,1.003,797.407,610.63
2025-08-21T03:15:00,68.881,0.988,1126.149,748.037
2025-08-21T03:20:00,80.91,1.003,633.873,1241.552
2025-08-21T03:25:00,74.007,1.0,759.741,882.246
2025-08-21T03:30:00,76.587,0.999,609.997,671.499
2025-08-21T03:35:00,71.728,1.0,312.573,648.785
2025-08-21T03:40:00,89.592,0.804,23656.697,1838.748
2025-08-21T03:45:00,34.873,0.988,612.68,163.032
2025-08-21T03:50:00,36.436,0.953,825.939,390.868
2025-08-21T03:55:00,64.729,0.96,1466.102,655.668
2025-08-21T04:00:00,86.321,0.805,4231.761,887.089
2025-08-21T04:05:00,74.702,0.915,2756.133,916.671
2025-08-21T04:10:00,110.079,0.918,1979.16,2047.975
2025-08-21T04:15:00,92.769,1.002,553.7,1438.419
2025-08-21T04:20:00,87.721,0.944,2481.05,1432.733
2025-08-21T04:25:00,79.23,1.004,2393.554,1400.058
2025-08-21T04:30:00,65.721,1.004,384.425,637.611
2025-08-21T04:35:00,67.132,0.981,1659.229,775.866
2025-08-21T04:40:00,65.282,0.975,515.53,636.579
2025-08-21T04:45:00,62.303,0.971,827.787,608.504
2025-08-21T04:50:00,60.719,0.956,1837.754,545.001
2025-08-21T04:55:00,64.382,0.935,1328.762,796.907
2025-08-21T05:00:00,59.708,0.704,2550.11,783.76
2025-08-21T05:05:00,71.031,0.954,2652.085,684.492
2025-08-21T05:10:00,86.703,0.902,1989.298,1423.524
2025-08-21T05:15:00,84.472,0.847,10817.359,1046.194
2025-08-21T05:20:00,87.218,0.859,2702.182,869.537
2025-08-21T05:25:00,48.234,0.945,2347.165,203.394
2025-08-21T05:30:00,63.287,0.824,5793.534,371.007
2025-08-21T05:35:00,68.448,0.967,2120.798,614.976
2025-08-21T05:40:00,71.504,0.907,3185.764,895.729
2025-08-21T05:45:00,90.769,0.832,4407.638,1555.333
2025-08-21T05:50:00,104.492,0.909,2501.077,1468.798
2025-08-21T05:55:00,88.014,0.977,5204.838,1266.944
2025-08-21T06:00:00,111.617,0.736,2728.498,1757.933
2025-08-21T06:05:00,90.081,0.941,2863.132,1243.985
2025-08-21T06:10:00,84.137,0.892,2003.631,1071.814
2025-08-21T06:15:00,112.451,0.966,2086.339,1882.306
2025-08-21T06:20:00,94.084,1.007,1378.407,1434.935
2025-08-21T06:25:00,98.034,0.946,1287.596,1587.326
2025-08-21T06:30:00,93.413,0.972,1877.377,1280.681
2025-08-21T06:35:00,93.182,0.985,1169.93,1346.987
2025-08-21T06:45:00,86.59,0.95,2140.26,1157.203
2025-08-21T06:50:00,78.161,0.925,2788.693,922.446
2025-08-21T06:55:00,83.733,0.892,7829.124,611.17
2025-08-21T07:00:00,98.106,0.952,2399.6,1582.26
2025-08-21T07:05:00,79.316,0.93,1748.722,923.865
2025-08-21T07:10:00,94.553,0.806,3008.293,1293.973
2025-08-21T07:20:00,97.447,0.785,3487.441,1877.179
2025-08-21T07:25:00,100.102,0.748,1688.178,932.389
2025-08-21T07:30:00,109.988,0.914,2821.679,1451.424
2025-08-21T07:35:00,90.241,0.894,3105.171,1719.383
2025-08-21T07:40:00,108.295,0.943,1936.559,1881.108
2025-08-21T07:45:00,94.367,1.007,751.76,2019.435
2025-08-21T07:50:00,86.529,0.734,3372.529,1450.94
