timestamp,rmssd,coverage,low_frequency,high_frequency
2026-01-21T00:00:00,47.094,1.001,427.752,495.419
2026-01-21T00:05:00,40.085,0.986,425.442,377.763
2026-01-21T00:10:00,46.949,1.004,654.987,469.181
2026-01-21T00:15:00,42.283,1.003,610.253,394.059
2026-01-21T00:20:00,40.25,1.0,394.478,351.525
2026-01-21T00:25:00,63.716,0.909,4842.667,754.317
2026-01-21T00:30:00,57.757,1.004,752.311,831.055
2026-01-21T00:35:00,69.02,0.988,1066.356,1255.56
2026-01-21T00:40:00,80.821,0.994,852.484,1566.336
2026-01-21T00:45:00,81.948,1.002,618.89,1858.864
2026-01-21T00:50:00,78.231,1.0,751.67,1504.385
2026-01-21T00:55:00,76.056,1.004,1047.659,1310.728
2026-01-21T01:00:00,71.848,0.813,2935.817,1391.727
2026-01-21T01:05:00,49.378,0.988,1324.224,586.695
2026-01-21T01:10:00,35.783,0.948,1526.319,294.736
2026-01-21T01:15:00,34.936,0.881,612.7,279.082
2026-01-21T01:20:00,47.139,0.979,513.509,606.127
2026-01-21T01:25:00,50.983,1.006,678.324,644.584
2026-01-21T01:30:00,54.228,0.994,557.494,602.237
2026-01-21T01:35:00,57.204,1.003,357.371,614.942
2026-01-21T01:40:00,55.971,0.936,496.239,624.993
2026-01-21T01:45:00,79.964,0.96,2688.536,1345.652
2026-01-21T01:50:00,76.382,0.999,808.256,1063.0
2026-01-21T01:55:00,73.704,1.002,1545.681,853.101
2026-01-21T02:00:00,68.282,0.998,881.196,919.466
2026-01-21T02:05:00,77.497,0.917,481.776,1296.405
2026-01-21T02:10:00,72.005,0.957,471.188,933.006
2026-01-21T02:15:00,82.682,0.902,8566.591,1119.585
2026-01-21T02:20:00,74.091,0.999,7408.299,912.383
2026-01-21T02:25:00,57.245,0.901,604.125,410.79
2026-01-21T02:30:00,44.611,0.959,1872.507,329.154
2026-01-21T02:35:00,84.124,0.956,1858.849,1723.322
2026-01-21T02:40:00,56.925,0.986,3397.541,485.055
2026-01-21T02:45:00,78.933,0.833,2010.608,1257.347
2026-01-21T02:50:00,63.125,1.001,463.813,661.037
2026-01-21T02:55:00,57.516,1.006,524.046,587.283
2026-01-21T03:00:00,60.44,1.002,979.698,676.51
2026-01-21T03:05:00,73.769,0.998,533.647,955.309
2026-01-21T03:10:00,58.828,1.005,747.562,586.952
2026-01-21T03:15:00,84.155,0.991,1378.766,915.929
2026-01-21T03:20:00,70.031,0.891,698.612,626.701
2026-01-21T03:25:00,92.398,0.894,5031.461,962.172
2026-01-21T03:30:00,97.599,1.004,2364.229,1412.489
2026-01-21T03:35:00,104.079,0.879,1074.036,1408.232
2026-01-21T03:40:00,74.398,0.937,3423.756,990.303
2026-01-21T03:45:00,46.586,1.006,2061.256,372.809
2026-01-21T03:50:00,49.397,0.91,4990.093,649.081
2026-01-21T03:55:00,93.918,0.936,2298.906,1866.872
2026-01-21T04:00:00,107.338,0.966,1131.152,1777.332
2026-01-21T04:05:00,83.329,0.929,2175.807,1287.565
2026-01-21T04:10:00,83.782,0.914,3896.938,1137.773
2026-01-21T04:15:00,86.688,1.005,1600.795,1226.695
2026-01-21T04:20:00,76.905,0.998,414.089,988.538
2026-01-21T04:25:00,84.644,1.004,502.457,1325.336
2026-01-21T04:30:00,83.697,1.007,1316.618,1145.185
2026-01-21T04:35:00,91.902,1.003,605.234,1230.486
2026-01-21T04:40:00,87.227,0.822,3562.547,878.366
2026-01-21T04:45:00,86.407,0.944,1671.645,1413.11
2026-01-21T04:50:00,70.181,0.982,1633.364,929.551
2026-01-21T04:55:00,62.295,0.979,500.072,706.425
2026-01-21T05:00:00,73.514,0.918,4238.497,951.681
2026-01-21T05:05:00,107.196,0.974,1240.589,1479.747
2026-01-21T05:10:00,52.575,0.942,1321.112,414.041
2026-01-21T05:15:00,73.908,0.957,1332.901,919.787
2026-01-21T05:20:00,59.683,0.936,3517.835,544.888
2026-01-21T05:25:00,62.963,0.954,1629.039,651.419
2026-01-21T05:30:00,64.609,0.983,872.129,861.646
2026-01-21T05:35:00,64.157,1.003,2421.691,959.081
2026-01-21T05:40:00,84.46,0.86,825.552,1133.786
2026-01-21T05:45:00,84.005,1.004,715.999,1116.22
2026-01-21T05:50:00,85.02,0.985,510.398,1127.528
2026-01-21T06:05:00,90.161,0.709,8251.067,2427.108
2026-01-21T06:10:00,92.536,0.94,2787.188,1143.649
2026-01-21T06:15:00,83.382,1.006,2876.444,1368.378
2026-01-21T06:20:00,96.579,0.96,6636.863,1915.518
2026-01-21T06:25:00,83.459,0.89,4422.872,1171.78
2026-01-21T06:30:00,73.926,0.956,3452.503,1114.903
2026-01-21T06:35:00,43.755,0.979,2820.521,325.541
2026-01-21T06:40:00,65.265,0.931,1241.514,638.711
2026-01-21T06:45:00,32.252,0.995,737.461,170.544
2026-01-21T06:50:00,76.794,0.745,3357.293,820.347
2026-01-21T06:55:00,123.191,0.87,4219.089,2880.714
2026-01-21T07:00:00,101.219,0.977,1705.759,1650.65
