timestamp,rmssd,coverage,low_frequency,high_frequency
2025-10-13T01:35:00,50.236,0.956,1065.604,496.539
2025-10-13T01:40:00,48.183,0.952,852.109,407.578
2025-10-13T01:45:00,45.89,0.973,594.736,420.738
2025-10-13T01:50:00,37.126,1.001,395.403,256.664
2025-10-13T01:55:00,42.627,0.988,596.63,390.563
2025-10-13T02:00:00,37.58,0.999,367.074,318.018
2025-10-13T02:05:00,36.546,0.99,468.685,283.578
2025-10-13T02:10:00,36.186,1.002,477.437,301.147
2025-10-13T02:15:00,46.824,0.926,2182.606,443.496
2025-10-13T02:20:00,41.204,0.959,1461.403,307.789
2025-10-13T02:25:00,43.297,0.967,1369.557,664.234
2025-10-13T02:30:00,44.879,1.0,636.218,458.24
2025-10-13T02:35:00,42.251,0.998,785.78,404.367
2025-10-13T02:40:00,43.52,1.002,717.733,417.713
2025-10-13T02:45:00,44.756,0.998,586.012,395.008
2025-10-13T02:50:00,49.789,0.901,1412.852,472.943
2025-10-13T02:55:00,56.507,0.961,3158.954,645.825
2025-10-13T03:00:00,27.071,0.968,245.711,130.683
2025-10-13T03:05:00,57.606,0.949,1330.277,759.586
2025-10-13T03:10:00,49.667,1.003,667.575,532.549
2025-10-13T03:15:00,49.617,0.936,2885.584,366.466
2025-10-13T03:20:00,48.805,0.964,1320.339,564.84
2025-10-13T03:25:00,46.878,1.004,510.727,512.21
2025-10-13T03:30:00,44.731,1.0,729.8,355.22
2025-10-13T03:35:00,47.081,1.002,1128.558,505.15
2025-10-13T03:40:00,47.941,1.006,1019.892,477.076
2025-10-13T03:45:00,54.15,0.919,628.488,590.24
2025-10-13T03:50:00,61.132,0.962,7474.197,880.115
2025-10-13T03:55:00,53.188,1.004,2789.064,545.883
2025-10-13T04:00:00,49.567,0.962,1540.975,459.702
2025-10-13T04:05:00,64.972,0.888,3725.344,687.536
2025-10-13T04:10:00,71.793,0.851,9561.737,694.024
2025-10-13T04:15:00,50.493,1.001,1066.444,441.09
2025-10-13T04:20:00,42.201,0.899,5297.459,301.416
2025-10-13T04:25:00,59.106,0.947,1463.681,648.515
2025-10-13T04:30:00,54.97,1.002,3766.002,659.457
2025-10-13T04:40:00,67.628,0.978,2288.375,573.769
2025-10-13T04:45:00,73.941,0.977,2826.131,1016.361
2025-10-13T04:50:00,55.998,1.001,763.54,728.45
2025-10-13T04:55:00,56.238,1.003,903.769,663.321
2025-10-13T05:00:00,54.855,1.001,635.808,607.071
2025-10-13T05:05:00,55.179,0.992,803.179,650.207
2025-10-13T05:10:00,62.647,1.004,1259.407,798.292
2025-10-13T05:15:00,56.229,1.002,1295.576,591.08
2025-10-13T05:20:00,63.474,1.001,719.139,686.819
2025-10-13T05:25:00,63.982,0.813,4698.863,1021.038
2025-10-13T05:30:00,69.867,0.988,3696.902,749.38
2025-10-13T05:35:00,68.19,1.005,3663.819,1216.895
2025-10-13T05:40:00,82.342,0.914,5068.082,1972.036
2025-10-13T05:45:00,62.09,1.001,2046.571,882.592
2025-10-13T05:50:00,81.788,0.888,2219.286,1191.206
2025-10-13T05:55:00,67.812,1.001,4133.403,779.505
2025-10-13T06:00:00,70.357,0.999,2382.907,834.635
2025-10-13T06:05:00,73.169,0.811,5690.569,779.276
2025-10-13T06:15:00,47.813,1.0,1460.6,386.132
2025-10-13T06:20:00,67.568,0.89,2786.094,567.601
2025-10-13T06:25:00,83.237,0.884,3078.517,1333.782
2025-10-13T06:30:00,49.689,0.915,1035.896,310.487
2025-10-13T06:35:00,30.183,0.966,2613.376,102.018
2025-10-13T06:40:00,44.68,0.984,800.223,379.672
2025-10-13T06:45:00,51.385,0.879,2261.291,509.328
2025-10-13T06:50:00,50.05,0.895,2597.318,334.557
2025-10-13T06:55:00,40.35,0.946,746.019,331.731
2025-10-13T07:00:00,53.164,0.798,3324.486,514.89
2025-10-13T07:05:00,63.24,0.997,1735.985,623.079
2025-10-13T07:10:00,76.454,1.005,2212.007,1298.557
2025-10-13T07:15:00,77.964,0.917,2874.674,1193.033
2025-10-13T07:20:00,47.53,0.994,2472.233,460.454
2025-10-13T07:25:00,54.219,0.981,1560.199,609.754
2025-10-13T07:30:00,64.404,0.79,4377.835,624.767
