timestamp,rmssd,coverage,low_frequency,high_frequency
2026-01-22T03:20:00,56.684,0.985,828.911,518.295
2026-01-22T03:25:00,71.399,0.917,661.978,863.759
2026-01-22T03:30:00,75.002,0.977,559.118,1059.629
2026-01-22T03:35:00,80.916,0.916,359.117,1129.519
2026-01-22T03:40:00,103.57,0.919,631.896,1385.932
2026-01-22T03:45:00,93.653,0.992,758.83,1389.306
2026-01-22T03:50:00,97.569,0.95,595.334,1338.479
2026-01-22T03:55:00,116.081,0.952,1148.031,1451.279
2026-01-22T04:00:00,115.039,0.972,904.638,2347.484
2026-01-22T04:05:00,102.881,1.004,394.036,1252.935
2026-01-22T04:10:00,107.485,0.99,588.567,1389.441
2026-01-22T04:15:00,87.622,0.988,513.304,1158.263
2026-01-22T04:20:00,81.601,1.005,558.923,1306.672
2026-01-22T04:25:00,87.615,0.973,2890.1,1813.645
2026-01-22T04:30:00,80.053,0.95,1488.715,991.371
2026-01-22T04:35:00,85.428,0.906,1767.013,1336.938
2026-01-22T04:40:00,66.506,0.977,1363.238,854.073
2026-01-22T04:45:00,71.632,0.909,1626.273,1065.572
2026-01-22T04:50:00,42.862,1.005,273.378,346.213
2026-01-22T04:55:00,99.654,0.872,631.556,1916.439
2026-01-22T05:00:00,78.751,1.001,599.821,1104.812
2026-01-22T05:05:00,83.986,0.91,806.29,1312.597
2026-01-22T05:10:00,98.881,1.003,5633.54,1605.551
2026-01-22T05:15:00,90.844,1.001,1074.797,1168.055
2026-01-22T05:20:00,102.817,1.004,1132.695,1944.102
2026-01-22T05:25:00,98.019,1.004,359.756,1424.867
2026-01-22T05:30:00,108.141,1.002,1649.883,1907.897
2026-01-22T05:35:00,109.717,1.005,875.377,1662.523
2026-01-22T05:40:00,106.279,1.003,839.031,1666.725
2026-01-22T05:45:00,81.72,0.967,1006.417,676.062
2026-01-22T05:50:00,73.867,0.919,1658.933,551.018
2026-01-22T05:55:00,78.305,0.952,1501.401,933.324
2026-01-22T06:00:00,87.752,0.87,2043.054,1345.344
2026-01-22T06:05:00,115.094,0.974,4129.41,2656.165
2026-01-22T06:10:00,81.205,0.996,792.768,1268.205
2026-01-22T06:15:00,95.31,1.004,1048.181,1032.85
2026-01-22T06:20:00,96.631,0.988,1391.519,1341.263
2026-01-22T06:35:00,86.85,0.706,1113.26,825.122
2026-01-22T06:40:00,131.755,0.928,3531.734,3017.488
2026-01-22T06:45:00,117.565,0.984,9175.905,2205.42
2026-01-22T06:50:00,128.324,0.933,10141.053,2601.326
2026-01-22T06:55:00,100.694,0.911,2469.106,1241.042
2026-01-22T07:00:00,57.11,0.914,2120.895,469.593
2026-01-22T07:05:00,56.564,0.878,594.234,344.34
2026-01-22T07:10:00,90.84,0.872,6598.889,1362.416
2026-01-22T07:15:00,81.879,0.97,1210.444,1289.507
2026-01-22T07:20:00,82.731,0.931,1920.319,1397.034
2026-01-22T07:25:00,71.423,0.961,2072.537,874.719
2026-01-22T07:30:00,96.029,0.869,3141.356,1454.133
2026-01-22T07:35:00,95.273,1.001,939.06,1488.92
2026-01-22T07:40:00,97.204,0.954,2296.251,1565.577
2026-01-22T07:45:00,86.825,0.931,3544.081,1197.219
2026-01-22T07:50:00,87.348,0.962,3025.224,1552.426
2026-01-22T07:55:00,78.769,0.984,2201.881,1073.802
2026-01-22T08:00:00,71.105,0.857,2405.311,804.802
2026-01-22T08:05:00,79.178,0.976,2452.769,1294.268
2026-01-22T08:10:00,102.659,0.943,3528.064,1939.03
2026-01-22T08:15:00,97.799,0.977,3152.699,1775.014
2026-01-22T08:20:00,86.728,0.924,1485.556,1128.853
2026-01-22T08:25:00,96.729,0.972,1924.233,1449.887
2026-01-22T08:30:00,98.523,0.907,2522.308,1752.371
2026-01-22T08:35:00,80.31,1.005,792.605,1008.746
2026-01-22T08:40:00,89.485,1.004,1420.808,1553.376
2026-01-22T08:45:00,80.624,0.998,1252.032,1352.77
2026-01-22T08:50:00,80.48,1.005,1052.87,1287.272
2026-01-22T08:55:00,85.469,0.961,970.653,1312.267
