timestamp,rmssd,coverage,low_frequency,high_frequency
2025-11-29T00:00:00,37.352,0.944,359.774,291.714
2025-11-29T00:05:00,47.937,1.002,547.895,647.144
2025-11-29T00:10:00,42.275,1.003,640.272,449.801
2025-11-29T00:15:00,64.452,0.939,1562.941,884.519
2025-11-29T00:20:00,45.163,1.004,397.047,381.656
2025-11-29T00:25:00,43.14,1.003,241.901,381.077
2025-11-29T00:30:00,48.139,1.004,224.473,556.552
2025-11-29T00:35:00,52.32,0.987,669.473,448.397
2025-11-29T00:40:00,71.641,0.888,2434.988,595.482
2025-11-29T00:45:00,90.64,1.003,1548.903,1580.267
2025-11-29T00:50:00,29.269,0.939,376.833,208.742
2025-11-29T00:55:00,45.15,0.923,1333.236,464.799
2025-11-29T01:00:00,50.28,0.971,788.068,504.057
2025-11-29T01:05:00,52.874,1.005,594.09,687.639
2025-11-29T01:10:00,115.085,0.948,1631.287,2760.433
2025-11-29T01:15:00,106.584,0.985,2658.086,2114.499
2025-11-29T01:20:00,87.498,0.958,4260.185,1263.175
2025-11-29T01:25:00,45.207,1.003,387.682,351.365
2025-11-29T01:30:00,46.707,1.004,567.449,427.659
2025-11-29T01:35:00,45.98,1.003,355.981,354.509
2025-11-29T01:40:00,49.52,1.006,975.876,433.908
2025-11-29T01:45:00,48.024,0.995,387.441,368.309
2025-11-29T01:50:00,54.574,1.003,534.604,530.401
2025-11-29T01:55:00,92.65,0.812,10954.137,1007.118
2025-11-29T02:00:00,111.366,0.845,3737.211,1530.213
2025-11-29T02:05:00,143.71,0.863,4387.498,2866.736
2025-11-29T02:15:00,57.496,0.955,1502.71,787.69
2025-11-29T02:20:00,68.969,1.004,1227.644,989.44
2025-11-29T02:25:00,91.864,0.965,899.703,1572.662
2025-11-29T02:30:00,102.282,0.989,2078.595,1531.322
2025-11-29T02:35:00,102.551,1.002,1181.012,2072.876
2025-11-29T02:40:00,119.289,0.814,2171.934,2026.416
2025-11-29T02:45:00,135.032,1.004,2507.092,2346.158
2025-11-29T02:50:00,154.285,1.006,1216.408,2795.521
2025-11-29T02:55:00,140.603,0.889,5631.181,2907.519
2025-11-29T03:00:00,113.073,0.824,3839.072,1605.593
2025-11-29T03:10:00,71.998,1.004,1499.205,837.572
2025-11-29T03:15:00,44.944,0.989,679.451,319.752
2025-11-29T03:20:00,55.213,0.902,1061.566,200.005
2025-11-29T03:25:00,81.886,0.836,2876.788,805.709
2025-11-29T03:30:00,70.262,0.937,2088.816,741.523
2025-11-29T03:35:00,77.97,1.003,1345.502,827.374
2025-11-29T03:40:00,135.771,0.87,2560.25,2780.118
2025-11-29T03:45:00,151.232,0.888,1314.575,4205.56
2025-11-29T03:50:00,91.425,1.003,967.302,1349.896
2025-11-29T03:55:00,101.978,1.004,1511.657,1275.751
2025-11-29T04:00:00,90.187,0.962,1257.88,1201.375
2025-11-29T04:05:00,83.165,1.002,1128.201,1163.643
2025-11-29T04:10:00,96.616,1.004,712.352,1277.344
2025-11-29T04:15:00,90.274,0.99,1077.357,1119.111
2025-11-29T04:20:00,82.7,1.003,1156.459,1197.074
2025-11-29T04:25:00,139.292,0.893,4939.082,2994.791
2025-11-29T04:30:00,108.824,0.714,2651.621,1374.406
2025-11-29T04:35:00,123.199,0.986,5058.215,3268.857
2025-11-29T04:45:00,53.606,0.868,2289.922,388.388
2025-11-29T04:55:00,79.815,0.74,3209.564,920.233
2025-11-29T05:00:00,104.235,0.903,4196.821,1344.116
2025-11-29T05:05:00,100.482,0.88,1648.579,1316.249
2025-11-29T05:10:00,90.467,1.003,903.655,1093.378
2025-11-29T05:15:00,79.272,1.002,1501.315,786.156
2025-11-29T05:20:00,79.984,1.005,500.307,930.299
2025-11-29T05:25:00,79.539,0.996,2720.578,800.732
2025-11-29T05:30:00,97.43,0.93,3352.527,1082.668
2025-11-29T05:35:00,109.513,1.003,780.078,1622.376
2025-11-29T05:40:00,117.392,0.883,7657.166,2022.487
2025-11-29T05:45:00,102.589,1.003,2412.712,2051.944
2025-11-29T05:50:00,102.532,0.863,3315.518,1575.763
2025-11-29T05:55:00,98.584,0.917,4331.875,1307.529
2025-11-29T06:00:00,128.209,0.88,6350.277,2410.353
2025-11-29T06:05:00,124.778,0.96,3794.479,1899.481
2025-11-29T06:10:00,73.196,0.952,803.169,689.078
2025-11-29T06:15:00,56.005,0.894,6804.489,439.81
2025-11-29T06:20:00,91.922,0.928,1318.823,1537.753
2025-11-29T06:25:00,88.933,0.773,4561.208,977.294
2025-11-29T06:30:00,72.547,0.981,2463.388,813.61
2025-11-29T06:35:00,56.814,0.888,2877.663,442.721
2025-11-29T06:40:00,76.553,0.961,2248.498,1144.527
2025-11-29T06:45:00,65.223,0.983,2578.214,576.218
2025-11-29T06:50:00,80.034,1.003,2310.927,997.257
2025-11-29T06:55:00,75.819,0.87,3155.889,990.657
2025-11-29T07:00:00,113.121,1.005,2005.214,2255.871
2025-11-29T07:05:00,102.067,1.001,1555.746,1496.356
2025-11-29T07:10:00,83.879,1.004,3644.746,942.997
2025-11-29T07:15:00,97.68,0.876,4633.066,786.95
2025-11-29T07:20:00,124.665,0.889,3830.157,2044.489
2025-11-29T07:25:00,134.849,0.889,9365.975,2729.158
2025-11-29T07:30:00,139.123,0.952,6602.43,3396.01
2025-11-29T07:35:00,119.513,0.935,3423.78,2406.369
2025-11-29T07:40:00,82.847,0.984,3181.917,448.568
