timestamp,rmssd,coverage,low_frequency,high_frequency
2025-09-12T01:55:00,69.291,0.923,1022.119,709.047
2025-09-12T02:00:00,85.663,0.958,2085.267,1430.643
2025-09-12T02:05:00,78.289,0.982,2137.782,988.822
2025-09-12T02:10:00,80.017,1.004,928.219,1176.618
2025-09-12T02:15:00,64.302,0.938,1708.232,772.95
2025-09-12T02:20:00,79.273,0.976,784.999,1278.967
2025-09-12T02:25:00,77.658,1.004,1299.19,973.939
2025-09-12T02:30:00,76.77,0.994,1313.013,777.568
2025-09-12T02:35:00,85.062,1.002,1604.434,1309.829
2025-09-12T02:40:00,63.221,0.989,546.878,600.39
2025-09-12T02:45:00,69.666,0.982,978.037,875.616
2025-09-12T02:50:00,73.036,1.006,1603.544,1089.322
2025-09-12T02:55:00,44.609,0.999,1490.871,455.485
2025-09-12T03:00:00,41.056,0.928,617.594,316.948
2025-09-12T03:05:00,53.334,0.894,1619.615,502.208
2025-09-12T03:10:00,62.83,0.932,1750.276,942.096
2025-09-12T03:15:00,72.014,0.976,1863.826,884.05
2025-09-12T03:20:00,67.795,1.002,1285.946,858.772
2025-09-12T03:25:00,67.226,0.942,1530.321,680.776
2025-09-12T03:30:00,67.007,1.001,489.688,694.526
2025-09-12T03:35:00,79.5,0.912,550.19,854.885
2025-09-12T03:40:00,95.144,0.998,784.528,1761.317
2025-09-12T03:45:00,89.742,1.006,761.073,1215.312
2025-09-12T03:50:00,69.626,0.99,483.889,780.337
2025-09-12T03:55:00,73.218,0.982,1099.129,760.111
2025-09-12T04:00:00,80.447,0.998,1169.802,1092.016
2025-09-12T04:05:00,73.127,0.99,804.09,984.799
2025-09-12T04:10:00,77.211,0.867,817.878,787.262
2025-09-12T04:15:00,60.385,1.004,1961.63,655.13
2025-09-12T04:20:00,63.108,0.926,885.606,662.507
2025-09-12T04:25:00,44.73,0.844,1701.725,276.361
2025-09-12T04:30:00,35.158,0.712,971.516,169.699
2025-09-12T04:35:00,65.225,0.818,2451.156,802.344
2025-09-12T04:40:00,51.777,0.955,807.001,383.985
2025-09-12T04:45:00,62.766,0.913,2434.777,586.621
2025-09-12T04:50:00,60.757,0.965,778.75,722.208
2025-09-12T04:55:00,52.284,1.001,909.858,468.346
2025-09-12T05:00:00,76.1,0.956,2708.993,939.797
2025-09-12T05:05:00,81.562,0.869,1620.515,1081.151
2025-09-12T05:20:00,79.568,0.79,9357.626,773.359
2025-09-12T05:25:00,87.909,0.984,3037.437,1102.144
2025-09-12T05:30:00,93.611,1.004,3412.137,1479.232
2025-09-12T05:35:00,93.787,0.945,4487.241,1409.135
2025-09-12T05:40:00,58.972,0.939,2223.486,416.577
2025-09-12T05:45:00,53.701,0.94,2568.428,373.154
2025-09-12T05:50:00,45.359,0.873,1275.971,254.478
2025-09-12T05:55:00,52.15,0.924,3350.971,482.937
2025-09-12T06:00:00,64.917,0.909,4620.781,549.508
2025-09-12T06:05:00,82.828,0.92,2841.731,1135.533
2025-09-12T06:10:00,76.495,0.934,4689.48,1210.935
2025-09-12T06:15:00,87.477,1.005,3231.724,1381.415
2025-09-12T06:20:00,82.854,0.959,1790.166,978.162
2025-09-12T06:25:00,67.934,0.927,3309.949,645.766
2025-09-12T06:30:00,64.433,1.005,1993.776,833.037
2025-09-12T06:35:00,58.758,0.983,934.226,609.116
2025-09-12T06:40:00,83.455,0.963,6256.755,1274.383
2025-09-12T06:45:00,69.371,0.923,2478.12,673.683
2025-09-12T06:50:00,73.52,0.78,4675.229,848.631
2025-09-12T06:55:00,96.268,0.927,3596.369,1166.038
2025-09-12T07:00:00,105.147,0.984,4366.701,1745.731
2025-09-12T07:05:00,58.388,0.955,2653.039,676.767
2025-09-12T07:10:00,64.581,0.763,1450.416,382.798
2025-09-12T07:20:00,62.96,0.901,4509.728,328.328
2025-09-12T07:25:00,60.562,0.885,2073.013,404.23
2025-09-12T07:30:00,69.79,0.841,4242.064,762.702
2025-09-12T07:35:00,74.341,0.931,4460.939,813.378
2025-09-12T07:40:00,64.949,0.953,2545.705,663.62
2025-09-12T07:45:00,100.422,0.707,7728.848,1563.376
