timestamp,rmssd,coverage,low_frequency,high_frequency
2025-08-26T02:50:00,46.175,0.986,515.665,341.258
2025-08-26T02:55:00,47.259,1.0,525.071,347.39
2025-08-26T03:00:00,41.249,0.977,319.073,262.499
2025-08-26T03:05:00,60.003,0.989,616.893,693.813
2025-08-26T03:10:00,44.444,0.955,533.509,294.783
2025-08-26T03:15:00,57.752,1.001,651.347,495.396
2025-08-26T03:20:00,64.737,0.985,817.583,846.092
2025-08-26T03:25:00,55.422,0.865,1638.699,424.813
2025-08-26T03:35:00,41.243,1.005,1044.953,239.33
2025-08-26T03:40:00,37.711,0.999,679.555,254.588
2025-08-26T03:45:00,40.893,0.929,1213.464,285.472
2025-08-26T03:50:00,35.413,1.002,593.954,181.906
2025-08-26T03:55:00,41.46,0.92,2280.048,504.226
2025-08-26T04:00:00,37.553,0.999,219.657,177.87
2025-08-26T04:05:00,44.42,0.918,1556.797,369.693
2025-08-26T04:10:00,40.023,1.003,610.624,287.807
2025-08-26T04:15:00,47.068,0.925,4422.18,368.663
2025-08-26T04:30:00,50.37,0.703,6048.042,453.267
2025-08-26T04:35:00,34.136,1.005,670.588,192.779
2025-08-26T04:40:00,40.857,0.933,5568.03,283.689
2025-08-26T04:45:00,49.378,0.891,2554.256,364.012
2025-08-26T04:50:00,59.245,0.935,3155.016,424.734
2025-08-26T04:55:00,60.018,0.905,3608.432,580.022
2025-08-26T05:00:00,60.915,0.948,4805.851,609.186
2025-08-26T05:05:00,59.546,0.959,7873.102,502.691
2025-08-26T05:10:00,60.611,0.78,4186.36,519.955
2025-08-26T05:15:00,54.65,0.825,6867.754,309.587
2025-08-26T05:20:00,56.743,0.986,2021.24,564.83
2025-08-26T05:25:00,53.282,0.984,1321.596,447.568
2025-08-26T05:30:00,43.037,1.005,488.531,340.416
2025-08-26T05:35:00,44.608,0.954,3585.876,445.555
2025-08-26T05:40:00,29.721,1.003,962.962,184.546
2025-08-26T05:45:00,25.132,0.995,653.25,94.894
2025-08-26T05:50:00,49.748,0.87,4871.913,911.986
2025-08-26T05:55:00,28.942,0.971,1145.9,115.65
2025-08-26T06:00:00,24.313,1.001,937.308,70.522
2025-08-26T06:05:00,39.884,0.958,1795.259,347.24
2025-08-26T06:10:00,45.658,0.853,1415.61,247.871
2025-08-26T06:30:00,61.04,0.801,693.236,544.333
2025-08-26T06:35:00,53.919,1.006,655.834,449.415
2025-08-26T06:40:00,56.663,0.955,2206.772,638.828
2025-08-26T06:45:00,41.77,0.999,491.49,233.667
2025-08-26T06:50:00,47.375,0.866,3030.633,372.189
2025-08-26T06:55:00,51.032,1.005,2482.913,366.122
2025-08-26T07:10:00,57.924,0.872,2078.278,561.994
2025-08-26T07:15:00,64.904,0.886,2729.794,543.041
2025-08-26T07:20:00,55.181,0.825,3439.343,634.214
2025-08-26T07:25:00,48.156,0.939,1769.426,319.367
2025-08-26T07:30:00,46.429,0.844,3297.55,341.889
2025-08-26T07:35:00,61.278,0.948,2833.779,478.794
2025-08-26T07:45:00,47.262,0.968,980.543,364.233
2025-08-26T07:50:00,48.545,0.998,1015.54,480.248
2025-08-26T07:55:00,53.177,0.93,6051.493,520.751
2025-08-26T08:00:00,45.369,0.949,2712.179,332.258
2025-08-26T08:05:00,51.423,0.927,2993.816,570.927
2025-08-26T08:15:00,61.203,0.831,5247.211,715.491
2025-08-26T08:20:00,51.282,0.95,2895.504,674.143
2025-08-26T08:25:00,50.279,0.929,6274.817,319.947
2025-08-26T08:30:00,39.589,1.001,1564.897,258.013
2025-08-26T08:35:00,47.657,1.003,1652.324,674.371
2025-08-26T08:40:00,23.003,0.931,587.803,61.143
2025-08-26T08:45:00,38.119,0.893,1583.176,205.477
2025-08-26T08:50:00,37.382,0.901,1481.944,247.906
2025-08-26T08:55:00,41.42,0.892,1533.274,342.232
2025-08-26T09:00:00,44.246,0.96,1575.255,457.385
2025-08-26T09:05:00,38.53,0.945,1137.802,255.363
2025-08-26T09:10:00,42.034,0.947,1880.209,311.538
2025-08-26T09:15:00,39.053,1.004,941.11,275.767
2025-08-26T09:20:00,31.896,1.002,606.401,205.474
